country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","19-03-2026 16:00:00",25.03280,85.41948,NO2,13,15,14
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","19-03-2026 16:00:00",25.03280,85.41948,NH3,3,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","19-03-2026 16:00:00",25.03280,85.41948,SO2,2,3,3
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","19-03-2026 16:00:00",25.03280,85.41948,OZONE,24,29,26
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","19-03-2026 16:00:00",25.892357,86.590325,NO2,5,9,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","19-03-2026 16:00:00",25.892357,86.590325,CO,36,43,40
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","19-03-2026 16:00:00",25.892357,86.590325,OZONE,9,18,11
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","19-03-2026 16:00:00",25.859655,85.77944,NO2,8,437,161
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","19-03-2026 16:00:00",21.258815,81.578979,PM2.5,9,51,26
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","19-03-2026 16:00:00",21.258815,81.578979,NO2,29,49,39
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","19-03-2026 16:00:00",21.219665,81.630094,PM2.5,6,31,17
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","19-03-2026 16:00:00",21.237755,81.705301,OZONE,1,17,6
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","19-03-2026 16:00:00",21.371751,81.664929,PM2.5,12,52,25
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","19-03-2026 16:00:00",21.371751,81.664929,PM10,14,113,53
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","19-03-2026 16:00:00",24.7955,84.9994,NO2,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","19-03-2026 16:00:00",24.792403,84.992416,PM2.5,43,183,91
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","19-03-2026 16:00:00",25.697189,85.245900,NO2,20,35,27
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","19-03-2026 16:00:00",25.697189,85.245900,SO2,4,7,6
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","19-03-2026 16:00:00",25.697189,85.245900,OZONE,12,146,91
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","19-03-2026 16:00:00",21.194815,81.314770,CO,12,20,18
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","19-03-2026 16:00:00",21.185571,81.343175,CO,26,34,30
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","19-03-2026 16:00:00",21.185571,81.343175,OZONE,9,12,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","19-03-2026 16:00:00",21.224231,81.408350,PM2.5,13,27,18
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","19-03-2026 16:00:00",21.224231,81.408350,PM10,17,38,28
India,Bihar,Patna,"Samanpura, Patna - BSPCB","19-03-2026 16:00:00",25.596727,85.085624,OZONE,4,168,156
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","19-03-2026 16:00:00",25.366336,87.117468,CO,53,59,56
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","19-03-2026 16:00:00",28.656756,77.227234,PM2.5,81,195,134
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","19-03-2026 16:00:00","28.615828 ","77.271992 ",PM2.5,56,225,115
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","19-03-2026 16:00:00","28.615828 ","77.271992 ",PM10,73,368,133
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","19-03-2026 16:00:00","28.615828 ","77.271992 ",NO2,36,102,57
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","19-03-2026 16:00:00","28.615828 ","77.271992 ",OZONE,5,71,29
India,Delhi,Delhi,"DTU, Delhi - CPCB","19-03-2026 16:00:00",28.7500499,77.1112615,PM10,48,252,85
India,Delhi,Delhi,"DTU, Delhi - CPCB","19-03-2026 16:00:00",28.7500499,77.1112615,OZONE,22,26,23
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","19-03-2026 16:00:00",28.498571,77.264840,PM2.5,50,260,98
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","19-03-2026 16:00:00",28.498571,77.264840,NH3,6,8,7
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","19-03-2026 16:00:00",28.498571,77.264840,CO,49,81,77
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","19-03-2026 16:00:00",28.498571,77.264840,OZONE,3,203,45
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","19-03-2026 16:00:00",28.5710274,77.0719006,PM2.5,57,315,120
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","19-03-2026 16:00:00",28.5710274,77.0719006,NH3,12,14,13
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","19-03-2026 16:00:00",28.60909,77.0325413,PM2.5,157,248,163
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","19-03-2026 16:00:00",28.60909,77.0325413,NH3,6,9,7
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","19-03-2026 16:00:00",28.60909,77.0325413,OZONE,14,61,33
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","19-03-2026 16:00:00","28.594004 ","76.909423 ",NH3,14,18,16
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","19-03-2026 16:00:00","28.594004 ","76.909423 ",OZONE,4,200,48
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","19-03-2026 16:00:00",28.570173,76.933762,NO2,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","19-03-2026 16:00:00",28.570173,76.933762,NH3,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","19-03-2026 16:00:00",28.570173,76.933762,CO,18,50,31
India,Delhi,Delhi,"Narela, Delhi - DPCC","19-03-2026 16:00:00",28.822836,77.101981,SO2,6,32,14
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","19-03-2026 16:00:00",28.567890,77.250515,NH3,6,10,8
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","19-03-2026 16:00:00",28.563262,77.186937,CO,34,85,64
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","19-03-2026 16:00:00",28.563262,77.186937,OZONE,5,152,26
India,Delhi,Delhi,"Rohini, Delhi - DPCC","19-03-2026 16:00:00",28.732528,77.119920,NO2,23,52,35
India,Delhi,Delhi,"Rohini, Delhi - DPCC","19-03-2026 16:00:00",28.732528,77.119920,CO,23,51,37
India,Delhi,Delhi,"Rohini, Delhi - DPCC","19-03-2026 16:00:00",28.732528,77.119920,OZONE,9,91,17
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","19-03-2026 16:00:00",28.6514781,77.1473105,NO2,44,73,55
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.710508,77.249485,OZONE,2,84,12
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","19-03-2026 16:00:00",28.531346,77.190156,PM2.5,48,257,98
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","19-03-2026 16:00:00",28.531346,77.190156,CO,18,57,42
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","19-03-2026 16:00:00",28.567890,77.250515,OZONE,1,185,43
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","19-03-2026 16:00:00",28.6573814,77.1585447,PM2.5,35,309,147
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","19-03-2026 16:00:00",28.674045,77.131023,PM2.5,37,305,148
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","19-03-2026 16:00:00",28.674045,77.131023,PM10,48,401,131
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","19-03-2026 16:00:00",28.674045,77.131023,NO2,21,61,44
India,Delhi,Delhi,"Pusa, Delhi - DPCC","19-03-2026 16:00:00",28.639652,77.146275,PM10,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - DPCC","19-03-2026 16:00:00",28.639652,77.146275,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","19-03-2026 16:00:00",28.636110,77.173332,PM2.5,6,287,84
India,Delhi,Delhi,"Pusa, Delhi - IMD","19-03-2026 16:00:00",28.636110,77.173332,OZONE,2,331,186
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.647622,77.3158090,SO2,4,80,40
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.647622,77.3158090,CO,31,119,91
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.695381,77.181665,SO2,15,37,24
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","19-03-2026 16:00:00",28.4706914,77.1099364,NO2,13,47,30
India,Delhi,Delhi,"Bawana, Delhi - DPCC","19-03-2026 16:00:00",28.776200,77.051074,NH3,6,8,8
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","19-03-2026 16:00:00",28.5512005,77.2735737,NO2,48,73,58
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","19-03-2026 16:00:00","28.493624 ","77.201159 ",SO2,57,75,60
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","19-03-2026 16:00:00",28.542460,77.191651,NO2,21,64,45
India,Delhi,Delhi,"ITO, Delhi - CPCB","19-03-2026 16:00:00",28.628624,77.241060,PM10,45,176,89
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","19-03-2026 16:00:00",28.732820,77.170633,PM2.5,65,290,108
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","19-03-2026 16:00:00",28.732820,77.170633,NO2,44,74,53
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","19-03-2026 16:00:00",22.06631475,83.33820077,NO2,41,99,68
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","19-03-2026 16:00:00",22.06631475,83.33820077,CO,14,60,20
India,Delhi,Delhi,"Alipur, Delhi - DPCC","19-03-2026 16:00:00",28.815329,77.153010,PM2.5,55,253,93
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.647622,77.3158090,PM2.5,45,312,153
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","19-03-2026 16:00:00",28.580280,77.233829,SO2,11,38,18
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","19-03-2026 16:00:00",28.580280,77.233829,CO,40,75,65
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","19-03-2026 16:00:00",28.611281,77.237738,PM10,55,396,123
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","19-03-2026 16:00:00",28.611281,77.237738,NO2,44,116,86
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","19-03-2026 16:00:00",28.611281,77.237738,OZONE,4,201,32
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","19-03-2026 16:00:00",28.636429,77.201067,PM2.5,160,328,241
India,Delhi,Delhi,"Mundka, Delhi - DPCC","19-03-2026 16:00:00",28.684678,77.076574,SO2,26,34,29
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","19-03-2026 16:00:00",23.243639,72.68994,SO2,3,26,10
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","19-03-2026 16:00:00",23.221714,72.654328,PM2.5,41,123,76
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","19-03-2026 16:00:00",23.221714,72.654328,OZONE,4,60,33
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","19-03-2026 16:00:00",23.593150,72.372792,PM10,40,401,103
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","19-03-2026 16:00:00",22.410802,73.097923,PM2.5,75,307,170
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","19-03-2026 16:00:00",22.410802,73.097923,SO2,3,42,8
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","19-03-2026 16:00:00",22.248853,70.776774,PM2.5,10,137,51
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","19-03-2026 16:00:00",22.248853,70.776774,NO2,6,37,11
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","19-03-2026 16:00:00","21.217779 ","72.834787 ",PM2.5,9,152,46
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","19-03-2026 16:00:00","21.217779 ","72.834787 ",NO2,6,39,16
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","19-03-2026 16:00:00","21.217779 ","72.834787 ",CO,44,54,48
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","19-03-2026 16:00:00",29.503664,75.467934,NO2,18,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","19-03-2026 16:00:00",29.503664,75.467934,NH3,13,15,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","19-03-2026 16:00:00",29.503664,75.467934,SO2,10,11,10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","19-03-2026 16:00:00",28.422681,77.148944,PM2.5,45,213,95
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","19-03-2026 16:00:00",28.4227,77.0667,NO2,1,6,2
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","19-03-2026 16:00:00",28.4227,77.0667,NH3,5,9,6
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","19-03-2026 16:00:00",28.4227,77.0667,CO,20,29,26
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","19-03-2026 16:00:00",28.4275,77.1465,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","19-03-2026 16:00:00",28.4275,77.1465,NO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","19-03-2026 16:00:00",28.4501238,77.0263051,PM10,6,474,101
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","19-03-2026 16:00:00",29.140560,75.744941,PM10,70,126,93
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","19-03-2026 16:00:00",28.3419248,77.319699,SO2,NA,NA,NA
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","19-03-2026 16:00:00",28.593883,76.270653,PM10,1,336,98
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","19-03-2026 16:00:00",28.593883,76.270653,CO,63,114,73
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","19-03-2026 16:00:00",28.593883,76.270653,OZONE,14,18,15
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","19-03-2026 16:00:00",28.206800,76.799700,NH3,9,26,19
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","19-03-2026 16:00:00",28.206800,76.799700,SO2,6,7,6
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","19-03-2026 16:00:00",28.206800,76.799700,CO,14,26,20
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","19-03-2026 16:00:00",28.206800,76.799700,OZONE,23,40,26
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","19-03-2026 16:00:00",28.39072,77.30059,PM10,130,137,133
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","19-03-2026 16:00:00",28.376058,77.315741,SO2,3,101,7
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","19-03-2026 16:00:00",22.320153,73.216285,NO2,3,31,11
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","19-03-2026 16:00:00",20.362421,72.918013,NO2,13,16,15
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","19-03-2026 16:00:00",22.969611,72.643500,PM2.5,51,258,151
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","19-03-2026 16:00:00",30.379589,76.778328,NO2,7,11,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","19-03-2026 16:00:00",30.379589,76.778328,OZONE,9,19,18
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","19-03-2026 16:00:00",28.6701,76.9254,NO2,13,14,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","19-03-2026 16:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","19-03-2026 16:00:00",28.6701,76.9254,SO2,7,7,7
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","19-03-2026 16:00:00",23.020509,72.579261,PM10,125,382,184
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","19-03-2026 16:00:00",23.020509,72.579261,NO2,14,128,45
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","19-03-2026 16:00:00",23.020509,72.579261,CO,3,101,10
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","19-03-2026 16:00:00",23.041137,72.456691,PM10,75,304,120
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","19-03-2026 16:00:00",23.041137,72.456691,NO2,12,39,22
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","19-03-2026 16:00:00",23.041137,72.456691,CO,6,32,13
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","19-03-2026 16:00:00",23.076793,72.627874,PM2.5,29,83,55
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","19-03-2026 16:00:00",29.140560,75.744941,CO,28,52,37
India,Haryana,Jind,"Police Lines, Jind - HSPCB","19-03-2026 16:00:00",29.307814,76.337619,SO2,1,2,1
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","19-03-2026 16:00:00",29.8006,76.4155,NH3,1,6,5
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","19-03-2026 16:00:00",29.695300,77.002700,PM2.5,53,207,104
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","19-03-2026 16:00:00",29.695300,77.002700,CO,12,16,14
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","19-03-2026 16:00:00",21.755417,72.139056,OZONE,3,26,6
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","19-03-2026 16:00:00",23.163798,72.677768,NH3,5,15,8
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","19-03-2026 16:00:00",23.163798,72.677768,SO2,18,75,38
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","19-03-2026 16:00:00",23.243639,72.68994,PM2.5,37,98,66
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.672342,77.315260,PM2.5,63,370,170
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","19-03-2026 16:00:00",28.672342,77.315260,NO2,26,77,48
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","19-03-2026 16:00:00",28.699793,77.165453,CO,36,92,71
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","19-03-2026 16:00:00",23.107969,72.574648,CO,13,64,28
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","19-03-2026 16:00:00",22.977134,72.553024,CO,1,39,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","19-03-2026 16:00:00",30.7057778,76.8531805555555,SO2,13,14,14
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","19-03-2026 16:00:00",30.7057778,76.8531805555555,CO,10,24,19
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","19-03-2026 16:00:00",29.432304,76.972765,NH3,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","19-03-2026 16:00:00",28.52123,76.37138,NO2,10,12,11
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","19-03-2026 16:00:00",29.536400,75.015800,PM10,83,148,121
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","19-03-2026 16:00:00",29.536400,75.015800,OZONE,15,24,18
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","19-03-2026 16:00:00",29.027200,77.062100,PM10,31,120,89
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","19-03-2026 16:00:00",15.3714823,75.1160168,OZONE,21,29,26
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","19-03-2026 16:00:00",17.336318,76.847397,PM10,15,59,42
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","19-03-2026 16:00:00",17.336318,76.847397,SO2,1,4,2
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","19-03-2026 16:00:00",12.415911,75.735050,PM2.5,12,42,23
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","19-03-2026 16:00:00",12.415911,75.735050,PM10,10,37,19
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","19-03-2026 16:00:00",12.415911,75.735050,SO2,7,7,7
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","19-03-2026 16:00:00",12.733409,77.298051,PM2.5,16,84,38
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","19-03-2026 16:00:00",27.9002,76.9938,SO2,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","19-03-2026 16:00:00",28.360699,76.936090,NO2,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","19-03-2026 16:00:00",28.360699,76.936090,CO,NA,NA,NA
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","19-03-2026 16:00:00",28.060249,76.113115,PM10,90,120,101
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","19-03-2026 16:00:00",28.3153,76.9143,PM2.5,20,319,99
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","19-03-2026 16:00:00",28.3153,76.9143,PM10,19,207,69
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","19-03-2026 16:00:00",28.3153,76.9143,SO2,2,17,10
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","19-03-2026 16:00:00",12.917348,77.622813,NH3,4,6,4
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","19-03-2026 16:00:00",11.55358,76.55521,PM2.5,29,34,30
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","19-03-2026 16:00:00",13.428828,77.731418,PM10,9,58,28
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","19-03-2026 16:00:00",13.428828,77.731418,CO,1,16,6
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","19-03-2026 16:00:00",13.328028,75.797056,OZONE,58,58,58
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","19-03-2026 16:00:00",30.1480566,77.2893471,PM2.5,66,228,135
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","19-03-2026 16:00:00",30.1480566,77.2893471,OZONE,8,34,33
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","19-03-2026 16:00:00",30.943887,76.801991,PM2.5,12,133,55
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","19-03-2026 16:00:00",30.943887,76.801991,NH3,3,5,4
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","19-03-2026 16:00:00",34.031606,75.009712,PM2.5,2,13,6
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","19-03-2026 16:00:00",23.80569,86.44268,PM2.5,16,204,96
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","19-03-2026 16:00:00",23.80569,86.44268,CO,2,7,4
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","19-03-2026 16:00:00",23.80569,86.44268,OZONE,1,52,33
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","19-03-2026 16:00:00",12.9352049,77.6814488,NO2,6,31,14
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","19-03-2026 16:00:00",13.34194444,74.74694444,PM10,18,88,45
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","19-03-2026 16:00:00",16.7602,77.1428,PM2.5,25,55,39
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","19-03-2026 16:00:00",11.875000,75.373200,PM2.5,86,97,92
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","19-03-2026 16:00:00",11.875000,75.373200,OZONE,27,32,30
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","19-03-2026 16:00:00",12.938539,77.590100,PM10,20,132,54
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","19-03-2026 16:00:00",12.938539,77.590100,NO2,21,56,34
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","19-03-2026 16:00:00",12.938539,77.590100,SO2,3,15,8
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","19-03-2026 16:00:00",12.920984,77.584908,NO2,10,18,13
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","19-03-2026 16:00:00",12.921418,77.502466,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","19-03-2026 16:00:00",12.921418,77.502466,NH3,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","19-03-2026 16:00:00",23.233584,77.400574,PM10,100,151,120
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","19-03-2026 16:00:00",23.233584,77.400574,OZONE,76,247,247
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","19-03-2026 16:00:00",23.81748678,79.446246,SO2,NA,NA,NA
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","19-03-2026 16:00:00",22.9682591,76.064118,PM10,87,272,128
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","19-03-2026 16:00:00",26.203442,78.193251,PM2.5,27,101,56
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","19-03-2026 16:00:00",26.203442,78.193251,PM10,74,223,120
